CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,Issue Kind
169507,Uncaught exception,Medium,Fixed,1/26/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiUploadEventAdapter_inttest.cc,main,Quality
169508,Uncaught exception,Medium,Fixed,1/26/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/DataDictionary/LibKvDataSource/Test/CcaKvDataSource_inttest.cc,main,Quality
169509,Uncaught exception,Medium,Fixed,1/26/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiTripMonitorEventAdapter_inttest.cc,main,Quality
169510,Uncaught exception,Medium,Fixed,1/26/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiTripMonitorEventAdapter_inttest.cc,main,Quality
169511,Uncaught exception,Medium,Fixed,1/26/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/DataDictionary/LibKvDataSource/Test/guiOptions_inttest.cc,main,Quality
169512,Uncaught exception,Medium,Fixed,1/26/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibUploadClient/Test/uploadClient_unittest.cc,main,Quality
169513,Uncaught exception,Medium,Fixed,1/26/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibUploadClient/Test/uploadClient_unittest.cc,main,Quality
169637,Out-of-bounds access,High,Dismissed,1/27/2017,Unassigned,Intentional,Unspecified,Ignore,Other,Memory - corruptions,/SwLoader/ProcTargetReloadMgr/target_reload_manager.cc,send_encryption_key,Quality
169638,Uncaught exception,Medium,Fixed,1/28/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDataRecorderEventAdapter_inttest.cc,main,Quality
169639,Uncaught exception,Medium,Fixed,1/28/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDataRecorderEventAdapter_inttest.cc,main,Quality
169640,Uncaught exception,Medium,Fixed,1/28/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibDataDownloadClient/Test/dataDownloadClient_unittest.cc,main,Quality
169641,Uncaught exception,Medium,Fixed,1/28/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibDataDownloadClient/Test/dataDownloadClient_unittest.cc,main,Quality
169642,Uncaught exception,Medium,Fixed,1/28/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibDataRecorderClient/Test/dataRecorderClient_unittest.cc,main,Quality
171464,Uninitialized pointer field,Medium,Triaged,2/1/2017,Unassigned,Pending,Minor,Ignore,Other,Uninitialized members,/Tripopt/LibBackgroundReactor/background_socket_reactor.cc,CBackgroundSocketReactor,Quality
209844,Uncaught exception,Medium,Absent Dismissed,2/4/2017,Unassigned,Intentional,Unspecified,Fix Submitted,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDistanceCounterEventAdapter_inttest.cc,main,Quality
209962,Uninitialized scalar field,Medium,Absent Dismissed,2/6/2017,Unassigned,Intentional,Unspecified,Undecided,Other,Uninitialized members,/MmiGF/LibScreenCCA/screenTOAddLoco.cc,CscreenTOAddLoco,Quality
210384,Copy into fixed size buffer,Low,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Src/CHmiDataDownloadEventAdapter.cc,forwardFileDLResponseDdsToCpo,Various
210385,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/Registration/LibRegClient/Test/RegistrationClient_unittest.cc,main,Quality
210386,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/Registration/LibRegClient/Test/RegistrationClient_unittest.cc,main,Quality
210387,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDataDownloadEventAdapter_inttest.cc,main,Quality
210388,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDataDownloadEventAdapter_inttest.cc,main,Quality
210389,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/Registration/LibRegClient/Test/RegistrationClient_unittest.cc,main,Quality
210390,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDiagLogEventAdapter.cc,main,Quality
210391,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDiagLogEventAdapter.cc,main,Quality
210393,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/Registration/LibRegServer/Test/RegistrationServer_inttest.cc,main,Quality
210395,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/Registration/LibRegServer/Test/RegistrationServer_inttest.cc,main,Quality
210397,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/Registration/LibRegServer/Test/RegistrationServer_inttest.cc,main,Quality
210399,Uncaught exception,Medium,Fixed,2/8/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/SwDeployment/Test/SwDeployment_unittest.cc,main,Quality
210887,Printf arg type mismatch,Medium,Triaged,2/10/2017,Unassigned,Pending,Unspecified,Undecided,Other,API usage errors,/Tools/Readport/Inc/rpx.h,,Quality
210888,Printf arg type mismatch,Medium,Triaged,2/10/2017,Unassigned,Pending,Unspecified,Undecided,Other,API usage errors,/Tools/Writeport/Inc/wpx.h,,Quality
212540,Uncaught exception,Medium,Absent Dismissed,2/16/2017,Unassigned,Intentional,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiLocoIDEventAdapter_inttest.cc,main,Quality
212541,Uncaught exception,Medium,Absent Dismissed,2/16/2017,Unassigned,Intentional,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibLocoIDClient/Test/locoIDClient_unittest.cc,main,Quality
212542,Uncaught exception,Medium,Absent Dismissed,2/16/2017,Unassigned,Intentional,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiLocoIDEventAdapter_inttest.cc,main,Quality
212543,Uncaught exception,Medium,Absent Dismissed,2/16/2017,Unassigned,Intentional,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibLocoIDClient/Test/locoIDClient_unittest.cc,main,Quality
212702,Missing break in switch,Medium,Dismissed,2/17/2017,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Paneldwnld/ProcPanelDown/panel_download_interface.cc,general_file_download_substate,Quality
212798,Uncaught exception,Medium,Absent Dismissed,2/18/2017,Unassigned,Intentional,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAirBrakeEventAdapter_inttest.cc,main,Quality
212799,Uncaught exception,Medium,Absent Dismissed,2/18/2017,Unassigned,Intentional,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiIdEntryEventAdapter_inttest.cc,main,Quality
213281,Unintended comparison to logical negation,Medium,Absent Dismissed,2/27/2017,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/Tripopt/LibToSupMdl/to_sup_mdl.c,to_sup_mdl_step,Various
213418,Out-of-bounds read,High,Dismissed,2/28/2017,Unassigned,False Positive,Unspecified,Ignore,Other,Memory - illegal accesses,/Mmi/ProcDisp/screen_controls.c,gui_probe_units,Various
213419,Out-of-bounds write,High,Dismissed,2/28/2017,Unassigned,False Positive,Unspecified,Ignore,Other,Memory - corruptions,/Mmi/ProcDisp/monitor_data.c,monitor_data_update,Various
213420,Out-of-bounds write,High,Dismissed,2/28/2017,Unassigned,False Positive,Unspecified,Ignore,Other,Memory - corruptions,/Mmi/ProcDisp/monitor_data.c,key_exit_mon_data_L2,Various
213422,Out-of-bounds write,High,Dismissed,2/28/2017,Unassigned,False Positive,Unspecified,Ignore,Other,Memory - corruptions,/Mmi/ProcDisp/monitor_data.c,key_exit_mon_data_L3,Various
213555,Misused comma operator,Medium,Absent Dismissed,3/2/2017,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/SwDeployment/Test/SwDeployment_unittest.cc,verifyGetCurrentPath,Quality
217243,Uncaught exception,Medium,Absent Dismissed,3/4/2017,Unassigned,Intentional,Unspecified,Ignore,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiUpdateRestoreEventAdapter_inttest.cc,main,Quality
217244,Uncaught exception,Medium,Fixed,3/4/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiUpdateRestoreEventAdapter_inttest.cc,main,Quality
217901,Self assignment,Medium,Dismissed,3/12/2017,Unassigned,Intentional,Minor,Ignore,Other,Incorrect expression,/Vehctrl/BB/LibBB/blended_braking_system.cc,control,Quality
217941,Copy into fixed size buffer,Low,Absent Dismissed,3/14/2017,Unassigned,Intentional,Minor,Undecided,Other,Security best practices violations,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Src/CHmiAdjustParamEventAdapter.cc,adjustParamUpdate,Various
217942,Uncaught exception,Medium,Fixed,3/14/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAdjustParamEventAdapter_inttest.cc,main,Quality
217943,Uncaught exception,Medium,Fixed,3/14/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAdjustParamEventAdapter_inttest.cc,main,Quality
217944,Uncaught exception,Medium,Fixed,3/14/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAdjustParamEventAdapter_inttest.cc,main,Quality
217945,Uncaught exception,Medium,Fixed,3/14/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibAdjustParamClient/Test/adjustParamClient_unittest.cc,main,Quality
217946,Uncaught exception,Medium,Fixed,3/14/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibAdjustParamClient/Test/adjustParamClient_unittest.cc,main,Quality
218520,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/CommsMonitor/LibCommsServer/Test/CommsMonitorServer_unittest.cc,main,Quality
218522,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiSelfTestEventAdapter_inttest.cc,main,Quality
218523,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiSelfTestEventAdapter_inttest.cc,main,Quality
218525,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/CommsMonitor/LibCommsClient/Test/CommsMonitorClient_unittest.cc,main,Quality
218527,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/CommsMonitor/LibCommsClient/Test/CommsMonitorClient_manualtest.cc,main,Quality
218530,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/CommsMonitor/LibCommsServer/Test/CommsMonitorServer_int_manual_test.cc,main,Quality
218531,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/CommsMonitor/LibCommsServer/Test/CommsMonitorServer_manualtest.cc,main,Quality
218532,Uncaught exception,Medium,Fixed,3/15/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibSelfTestClient/Test/selfTestClient_unittest.cc,main,Quality
218552,Uninitialized scalar variable,High,Triaged,3/15/2017,Unassigned,Pending,Major,Fix Required,Other,Uninitialized variables,/Vehctrl/Link/LibLink/voltage_filter.cc,det_filtered_voltage,Various
218553,Uninitialized scalar variable,High,Triaged,3/15/2017,Unassigned,Pending,Major,Fix Required,Other,Uninitialized variables,/Vehctrl/Link/LibLink/voltage_filter.cc,det_filtered_voltage,Various
219122,Not restoring ostream format,Medium,Absent Dismissed,3/20/2017,Unassigned,Intentional,Minor,Ignore,Other,API usage errors,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Tools/AsyncEventDriver/Src/AsyncEventReceiver.cc,printEventReceive,Quality
219129,Out-of-bounds read,High,Triaged,3/20/2017,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/MmiGF/LibScreenCCA/screenDataDownload.cc,fillSourceList,Various
219130,Out-of-bounds access,High,Triaged,3/20/2017,Unassigned,Pending,Unspecified,Undecided,Other,Memory - corruptions,/Mmi/ProcMessTask/mess_task.cc,start_data_download,Various
219149,Inferred misuse of enum,Medium,Fixed,3/21/2017,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/MmiGF/LibSubscrECA/subscrNetPanelEca.cc,update,Quality
219420,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/gpio/bc6p11/gpio_bc6p11.c,,Quality
219421,Printf arg type mismatch,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,API usage errors,/boot/ppcbe-spe/src/hardware/devnp/mpc85xx/detect.c,,Quality
219422,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/startup/lib/ppc/ppcv_map_900.c,,Quality
219423,Printf arg type mismatch,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,API usage errors,/boot/ppcbe-spe/src/hardware/devnp/mpc85xx/detect.c,,Quality
219424,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/startup/lib/ppc/ppcv_map_900.c,,Quality
219425,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/startup/lib/ppc/ppcv_map_900.c,,Quality
219426,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/gpio/bc6p11/gpio_bc6p11.c,,Quality
219427,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/startup/lib/ppc/ppcv_map_900.c,,Quality
219428,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/startup/lib/callouts.c,,Quality
219429,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/startup/lib/ppc/ppcv_map_900.c,,Quality
219430,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/startup/lib/ppc/ppcv_map_900.c,,Quality
219431,Lossy integer to pointer,Medium,Dismissed,3/28/2017,Unassigned,Intentional,Minor,Ignore,Other,Integer handling issues,/boot/ppcbe-spe/src/hardware/gpio/bc6p11/gpio_bc6p11.c,,Quality
219432,Uncaught exception,Medium,Fixed,3/29/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibAessClient/Test/aessClient_unittest.cc,main,Quality
219433,Uncaught exception,Medium,Fixed,3/29/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAessEventAdapter_inttest.cc,main,Quality
219434,Uncaught exception,Medium,Fixed,3/29/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAessEventAdapter_inttest.cc,main,Quality
219809,Explicit null dereferenced,Medium,Absent Dismissed,4/3/2017,Unassigned,Intentional,Minor,Ignore,Other,Null pointer dereferences,/root/workspace/CommonTrunk_Stream_Nightly/mca/3rdParty/rti_connext_dds-5.2.0/include/ndds/dds_cpp/generic/dds_cpp_sequence_TSeq.gen,DDSNetworkStatsSeq,Quality
219810,Explicit null dereferenced,Medium,Absent Dismissed,4/3/2017,Unassigned,Intentional,Minor,Ignore,Other,Null pointer dereferences,/root/workspace/CommonTrunk_Stream_Nightly/mca/3rdParty/rti_connext_dds-5.2.0/include/ndds/dds_cpp/generic/dds_cpp_sequence_TSeq.gen,DDSNetworkStatsSeq,Quality
219811,Dereference after null check,Medium,Absent Dismissed,4/3/2017,Unassigned,Intentional,Minor,Ignore,Other,Null pointer dereferences,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Infrastructure/Dds/LibNetworkStatsType/Src/Idl/DDSNetworkStats.cxx,DDSNetworkStats_initialize_w_params,Quality
219824,Uncaught exception,Medium,Fixed,4/4/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAlerterEventAdapter_inttest.cc,main,Quality
219825,Uncaught exception,Medium,Fixed,4/4/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiAlerterEventAdapter_inttest.cc,main,Quality
219826,Uncaught exception,Medium,Fixed,4/4/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Infrastructure/Dds/LibNetworkStatsType/Test/NetworkStatsType_unittest.cc,main,Quality
219827,Uninitialized pointer field,Medium,Fixed,4/4/2017,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Mmi/ProcUXI/UxiComms.cc,UxiComms,Quality
219828,Unchecked return value,Medium,Absent Dismissed,4/4/2017,Unassigned,Intentional,Minor,Ignore,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Infrastructure/Dds/LibRemoteSessionType/Src/Idl/DDSRemoteSession.cxx,DDSRemoteSession_initialize_w_params,Quality
219829,Dereference after null check,Medium,Absent Dismissed,4/4/2017,Unassigned,Intentional,Minor,Ignore,Other,Null pointer dereferences,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Infrastructure/Dds/LibRemoteSessionType/Src/Idl/DDSRemoteSession.cxx,DDSRemoteSession_initialize_w_params,Quality
219830,Explicit null dereferenced,Medium,Absent Dismissed,4/4/2017,Unassigned,Intentional,Minor,Ignore,Other,Null pointer dereferences,/root/workspace/CommonTrunk_Stream_Nightly/mca/3rdParty/rti_connext_dds-5.2.0/include/ndds/dds_cpp/generic/dds_cpp_sequence_TSeq.gen,DDSRemoteSessionCellSeq,Quality
219831,Explicit null dereferenced,Medium,Absent Dismissed,4/4/2017,Unassigned,Intentional,Minor,Ignore,Other,Null pointer dereferences,/root/workspace/CommonTrunk_Stream_Nightly/mca/3rdParty/rti_connext_dds-5.2.0/include/ndds/dds_cpp/generic/dds_cpp_sequence_TSeq.gen,DDSRemoteSessionCellSeq,Quality
220857,Large stack use,Low,Absent Dismissed,4/4/2017,Unassigned,Intentional,Minor,Ignore,Other,Performance inefficiencies,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/Inc/CRemoteSessionReader.h,operator =,Quality
220858,Large stack use,Low,Absent Dismissed,4/4/2017,Unassigned,Intentional,Minor,Ignore,Other,Performance inefficiencies,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibRemoteSessionClient/Src/CRemoteSessionReader.cc,getRSData,Quality
221626,Parse warning,Low,Dismissed,4/4/2017,Unassigned,Intentional,Unspecified,Ignore,Other,Parse warnings,/Infra/LibInfra/ftp_common.cc,,Quality
224341,Uncaught exception,Medium,Fixed,4/7/2017,Unassigned,Pending,Unspecified,Ignore,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiRemoteSessionEventAdapter_inttest.cc,main,Quality
224342,Uncaught exception,Medium,Fixed,4/7/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Infrastructure/Dds/LibRemoteSessionType/Test/RemoteSessionType_unittest.cc,main,Quality
224343,Uncaught exception,Medium,Fixed,4/7/2017,Unassigned,Pending,Minor,Ignore,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibRemoteSessionClient/Test/remoteSessionClient_unittest.cc,main,Quality
224344,Uncaught exception,Medium,Fixed,4/7/2017,Unassigned,Pending,Minor,Ignore,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibRemoteSessionClient/Test/remoteSessionClient_unittest.cc,main,Quality
232491,Out-of-bounds read,High,Fixed,4/14/2017,Unassigned,Pending,Unspecified,Undecided,Other,Memory - illegal accesses,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Src/CHmiPasswordEventAdapter.cc,resetOpLevelTimer,Various
232521,Uncaught exception,Medium,Fixed,4/19/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiStatisticsEventAdapter_inttest.cc,main,Quality
232522,Uncaught exception,Medium,Fixed,4/19/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiStatisticsEventAdapter_inttest.cc,main,Quality
232590,Copy into fixed size buffer,Low,Dismissed,4/19/2017,Unassigned,False Positive,Minor,Ignore,Other,Security best practices violations,/Cfgmgr/ProcCmTask/cm_task.cc,remap_panel_download,Various
232822,Uncaught exception,Medium,Fixed,5/2/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiSnapshotDataEventAdapter_inttest.cc,main,Quality
232823,Uncaught exception,Medium,Fixed,5/2/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiSnapshotDataEventAdapter_inttest.cc,main,Quality
232880,Large stack use,Low,Absent Dismissed,5/4/2017,Unassigned,Intentional,Minor,Ignore,Other,Performance inefficiencies,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Tools/AsyncEventDriver/Src/AsyncEventReceiver.cc,main,Quality
232882,Uncaught exception,Medium,Fixed,5/5/2017,Unassigned,Pending,Unspecified,Undecided,Other,Error handling issues,/root/workspace/CommonTrunk_Stream_Nightly/mca/AppServices/Services/HmiEvents/LibHmiEventAdapter/Test/hmiDcdEventAdapter_inttest.cc,main,Quality
233064,Buffer not null terminated,High,Dismissed,5/9/2017,Unassigned,False Positive,Minor,Ignore,Other,Memory - illegal accesses,/Aap/ProcAapAgent/aap_agent.cc,process_message,Quality
